"Województwo","Powiat","Gmina","Teryt","Liczba.wyborców.uprawnionych.do.głosowania","Komisja.otrzymała.kart.do.głosowania","Nie.wykorzystano.kart.do.głosowania","Liczba.wyborców..którym.wydano.karty.do.głosowania","Liczba.wyborców.głosujących.przez.pełnomocnika","Liczba.wyborców.głosujących.na.podstawie.zaświadczenia","Liczba.wyborców..którym.wysłano.pakiety.wyborcze","Liczba.otrzymanych.kopert.zwrotnych","w.których.nie.było.oświadczenia","w.których.oświadczenie.nie.było.podpisane","w.których.nie.było.koperty.na.kartę.do.głosowania","w.których.znajdowała.się.niezaklejona.koperta","Liczba.kopert.na.kartę.do.głosowania.wrzuconych.do.urny","Liczba.kart.wyjętych.z.urny","w.tym.liczba.kart.wyjętych.z.kopert","Liczba.kart.nieważnych","Liczba.kart.ważnych","Liczba.głosów.nieważnych","Liczba.głosów.ważnych","RAZEM","Grzegorz.Michał.BRAUN","Andrzej.Sebastian.DUDA","Adam.Sebastian.JARUBAS","Bronisław.Maria.KOMOROWSKI","Janusz.Ryszard.KORWIN.MIKKE","Marian.Janusz.KOWALSKI","Paweł.Piotr.KUKIZ","Magdalena.Agnieszka.OGÓREK","Janusz.Marian.PALIKOT","Paweł.Jan.TANAJNO","Jacek.WILK"
"lubelskie","lubelski","gm. Konopnica","060908",10285,8796,3224,5572,1,17,0,0,0,0,0,0,0,5572,0,0,5572,48,5524,5524,70,2008,248,1353,204,88,1299,98,107,11,38
"lubelskie","lubelski","gm. Garbów","060904",7091,6119,2524,3595,1,9,0,0,0,0,0,0,0,3594,0,0,3594,27,3567,3567,38,1725,129,617,99,70,766,51,46,10,16
"lubelskie","lubelski","gm. Borzechów","060902",3184,2702,1069,1633,1,4,0,0,0,0,0,0,0,1633,0,0,1633,8,1625,1625,12,951,123,161,36,30,257,23,28,0,4
"lubelskie","lubelski","gm. Bełżyce","060901",10847,9311,4120,5191,3,22,0,0,0,0,0,0,0,5191,0,0,5191,83,5108,5108,56,2459,175,863,173,44,1128,87,86,12,25
"lubelskie","lubelski","gm. Jabłonna","060906",6284,5402,2748,2654,0,26,4,2,0,0,0,0,2,2656,2,0,2656,16,2640,2640,30,1142,102,454,86,43,666,38,58,8,13
"lubelskie","lubelski","gm. Bychawa","060903",9718,8606,4163,4441,3,14,7,7,0,0,0,0,7,4447,7,0,4447,25,4422,4422,56,2108,157,747,128,109,971,64,70,4,8
"lubelskie","lubelski","gm. Strzyżewice","060912",6139,5270,2443,2827,0,6,0,0,0,0,0,0,0,2827,0,0,2827,17,2810,2810,23,1318,125,477,121,36,608,46,39,3,14
"lubelskie","lubelski","gm. Niedrzwica Duża","060910",9012,7503,2817,4686,4,32,0,0,0,0,0,0,0,4683,0,0,4683,27,4656,4656,77,2105,115,882,155,62,1099,84,46,7,24
"lubelskie","lubelski","gm. Niemce","060911",14557,12109,4549,7560,5,34,5,5,0,0,0,0,5,7564,5,0,7564,76,7488,7488,87,3172,202,1565,324,128,1711,114,139,13,33
"lubelskie","lubelski","gm. Wojciechów","060913",4827,4111,1852,2259,0,5,0,0,0,0,0,0,0,2258,0,0,2258,25,2233,2233,20,1115,93,378,52,38,453,31,48,0,5
"lubelskie","lubelski","gm. Głusk","060905",7605,6511,2356,4155,0,22,1,1,0,0,0,0,1,4155,1,0,4155,25,4130,4130,74,1783,90,786,202,69,946,57,90,8,25
"lubelskie","lubelski","gm. Jastków","060907",10521,8911,3289,5621,2,20,1,1,0,0,0,0,1,5623,1,0,5623,35,5588,5588,64,2563,127,1218,159,67,1198,61,92,6,33
"lubelskie","lubelski","gm. Wysokie","060915",3953,3309,1649,1660,0,13,0,0,0,0,0,0,0,1660,0,0,1660,16,1644,1644,6,837,133,273,27,17,278,37,28,0,8
"lubelskie","lubelski","gm. Wólka","060914",8394,7018,2443,4575,2,14,2,2,0,0,0,0,2,4577,2,0,4577,33,4544,4544,38,1983,79,859,127,80,1215,61,78,2,22
"lubelskie","lubelski","gm. Krzczonów","060909",3984,3498,1824,1684,0,7,0,0,0,0,0,0,0,1684,0,0,1684,15,1669,1669,20,808,96,306,44,22,312,43,16,2,0
"lubelskie","łęczyński","gm. Spiczyn","061006",4370,3605,1697,1908,0,17,0,0,0,0,0,0,0,1908,0,0,1908,4,1904,1904,18,806,44,340,84,36,510,36,17,4,9
"lubelskie","łęczyński","gm. Łęczna","061003",19064,16457,6267,10190,1,49,3,3,0,0,0,0,3,10193,3,0,10193,52,10141,10141,161,4185,147,1800,331,187,2967,153,151,16,43
"lubelskie","łęczyński","gm. Milejów","061004",7353,6404,3292,3112,1,18,0,0,0,0,0,0,0,3112,0,0,3112,37,3075,3075,21,1360,56,571,86,55,809,52,49,8,8
"lubelskie","łęczyński","gm. Ludwin","061002",4227,3602,1644,1958,0,30,0,0,0,0,0,0,0,1958,0,0,1958,13,1945,1945,22,881,50,348,64,54,450,43,21,1,11
"lubelskie","łęczyński","gm. Cyców","061001",6171,5204,2514,2690,1,17,1,1,0,0,0,0,1,2691,1,0,2691,17,2674,2674,37,1196,93,551,61,21,608,64,29,5,9
"lubelskie","łęczyński","gm. Puchaczów","061005",4321,3698,1581,2117,0,16,0,0,0,0,0,0,0,2117,0,1,2116,17,2099,2099,26,1031,50,295,62,13,542,41,33,3,3
"lubelskie","łukowski","gm. Stanin","061107",7657,6704,3021,3683,0,14,1,1,0,0,0,0,1,3684,1,0,3684,21,3663,3663,35,2094,215,534,102,24,526,76,35,6,16
"lubelskie","łukowski","gm. Stoczek Łukowski","061108",6561,5747,2782,2965,2,18,0,0,0,0,0,0,0,2965,0,0,2965,25,2940,2940,28,1899,75,386,50,16,396,66,18,1,5
"lubelskie","łukowski","gm. Serokomla","061106",3352,2973,1629,1344,1,16,1,1,0,0,0,0,1,1345,1,0,1345,7,1338,1338,16,793,36,193,29,12,220,24,10,2,3
"lubelskie","łukowski","gm. Adamów","061103",4636,4120,1945,2175,0,16,0,0,0,0,0,0,0,2175,0,0,2175,21,2154,2154,23,1165,64,459,52,13,301,51,9,8,9
"lubelskie","łukowski","m. Stoczek Łukowski","061102",2157,1864,745,1119,4,4,0,0,0,0,0,0,0,1119,0,0,1119,5,1114,1114,13,486,27,326,30,5,187,27,3,1,9
"lubelskie","łukowski","gm. Wojcieszków","061110",5524,4772,2254,2518,3,18,2,2,0,0,0,0,2,2520,2,0,2520,16,2504,2504,8,1454,92,420,46,31,361,58,19,6,9
"lubelskie","łukowski","gm. Wola Mysłowska","061111",4034,3541,1718,1823,4,9,0,0,0,0,0,0,0,1823,0,1,1822,17,1805,1805,7,1122,61,262,41,5,252,36,8,0,11
"lubelskie","łukowski","gm. Trzebieszów","061109",5902,5109,1926,3183,0,7,0,0,0,0,0,0,0,3183,0,0,3183,17,3166,3166,38,2120,42,272,106,33,478,43,16,4,14
"lubelskie","łukowski","gm. Łuków","061105",13433,11738,4924,6814,0,24,0,0,0,0,0,0,0,6813,0,0,6813,49,6764,6764,84,3727,135,1003,258,61,1293,119,59,5,20
"lubelskie","łukowski","m. Łuków","061101",24086,21204,8498,12706,7,83,8,8,0,0,0,0,8,12717,8,3,12714,67,12647,12647,155,5226,141,3223,368,90,3010,225,117,24,68
"lubelskie","łukowski","gm. Krzywda","061104",8232,7188,3658,3530,1,14,1,1,0,0,0,0,1,3531,1,0,3531,34,3497,3497,31,1915,110,624,99,25,588,69,27,3,6
"lubelskie","opolski ","gm. Chodel","061201",5329,4601,2323,2278,0,5,0,0,0,0,0,0,0,2278,0,0,2278,56,2222,2222,17,1310,52,304,50,30,387,50,17,2,3
"lubelskie","opolski ","gm. Poniatowa","061206",12058,10451,4832,5619,3,27,1,1,0,0,0,0,1,5619,1,0,5619,39,5580,5580,65,2489,156,1309,120,50,1147,127,91,6,20
"lubelskie","opolski ","gm. Wilków","061207",3833,3302,1653,1649,0,12,0,0,0,0,0,0,0,1649,0,0,1649,17,1632,1632,11,902,82,247,37,12,284,37,16,1,3
"lubelskie","opolski ","gm. Łaziska","061204",4091,3600,1922,1678,1,6,0,0,0,0,0,0,0,1678,0,0,1678,9,1669,1669,14,783,103,284,32,18,347,51,25,3,9
"lubelskie","opolski ","gm. Karczmiska","061203",4780,4704,2805,1899,0,8,1,1,0,0,0,0,1,1900,1,0,1900,15,1885,1885,17,832,118,365,49,21,395,36,44,3,5
"lubelskie","opolski ","gm. Opole Lubelskie","061205",14916,12888,6436,6452,3,17,0,0,0,0,0,0,0,6451,0,0,6451,62,6389,6389,54,2816,158,1432,172,82,1322,189,145,9,10
"lubelskie","opolski ","gm. Józefów nad Wisłą","061202",5578,4706,2464,2242,2,8,2,2,0,0,0,0,2,2244,2,0,2244,10,2234,2234,14,1002,120,483,51,17,421,82,34,2,8
"lubelskie","parczewski","gm. Jabłoń","061302",3144,2772,1188,1584,4,8,0,0,0,0,0,0,0,1584,0,0,1584,12,1572,1572,18,821,52,251,55,11,309,35,16,2,2
"lubelskie","parczewski","gm. Podedwórze","061305",1471,1310,639,671,0,8,0,0,0,0,0,0,0,671,0,0,671,3,668,668,10,266,30,159,16,20,132,21,11,0,3
"lubelskie","parczewski","gm. Milanów","061303",3215,2776,1316,1460,0,7,0,0,0,0,0,0,0,1460,0,0,1460,9,1451,1451,19,699,44,277,29,11,300,39,26,3,4
"lubelskie","parczewski","gm. Dębowa Kłoda","061301",3314,2840,1517,1323,0,14,0,0,0,0,0,0,0,1323,0,0,1323,8,1315,1315,8,549,31,381,18,28,247,29,15,1,8
"lubelskie","parczewski","gm. Parczew","061304",12271,10705,5064,5641,1,35,2,2,0,0,0,0,2,5642,2,0,5642,26,5616,5616,62,2244,154,1501,155,38,1249,107,72,5,29
"lubelskie","parczewski","gm. Sosnowica","061307",2238,2003,1091,912,3,6,0,0,0,0,0,0,0,912,0,0,912,15,897,897,6,370,25,222,27,4,192,23,22,2,4
"lubelskie","parczewski","gm. Siemień","061306",3907,3383,1707,1676,0,9,0,0,0,0,0,0,0,1676,0,0,1676,15,1661,1661,10,825,52,346,35,29,310,26,21,0,7
"lubelskie","puławski","gm. Kazimierz Dolny","061404",5826,4805,2072,2733,0,114,5,5,0,0,0,0,5,2738,5,0,2738,23,2715,2715,24,1217,62,738,88,16,500,30,33,5,2
"lubelskie","puławski","gm. Janowiec","061403",3118,2631,1237,1394,1,14,3,3,0,0,0,0,3,1397,3,0,1397,10,1387,1387,5,606,38,348,54,11,273,22,22,2,6
"lubelskie","puławski","gm. Puławy","061409",9695,8205,3631,4574,0,28,2,2,0,0,0,0,2,4576,2,0,4576,29,4547,4547,40,2027,88,995,176,30,1007,77,73,4,30
"lubelskie","puławski","gm. Baranów","061402",3368,2900,1385,1515,0,9,0,0,0,0,0,0,0,1514,0,0,1514,9,1505,1505,10,732,62,267,66,16,297,25,21,3,6
"lubelskie","puławski","gm. Żyrzyn","061411",5402,4710,1999,2711,0,20,1,1,0,0,0,0,1,2712,1,0,2712,24,2688,2688,9,1356,83,427,146,30,551,54,23,3,6
"lubelskie","puławski","gm. Nałęczów","061408",8429,7587,2984,4602,5,339,0,0,0,0,0,0,0,4603,0,0,4603,29,4574,4574,47,1952,82,1193,125,43,920,119,67,8,18
"lubelskie","puławski","gm. Końskowola","061405",7398,6300,2501,3799,1,14,2,1,0,0,0,0,1,3798,1,0,3798,27,3771,3771,22,1649,116,800,153,32,851,68,46,13,21
"lubelskie","puławski","m. Puławy","061401",39628,34884,13877,21007,17,164,6,6,1,0,0,0,5,21009,5,4,21005,167,20838,20838,162,7893,269,6600,620,167,4137,439,411,33,107
"lubelskie","puławski","gm. Wąwolnica","061410",3830,3199,1388,1812,3,14,1,1,1,0,0,0,1,1813,1,0,1813,20,1793,1793,29,984,30,295,44,14,338,38,15,2,4
"lubelskie","puławski","gm. Markuszów","061407",2468,2103,814,1289,5,4,0,0,0,0,0,0,0,1289,0,0,1289,7,1282,1282,9,604,32,239,34,24,306,17,6,5,6
"lubelskie","puławski","gm. Kurów","061406",6303,5400,2321,3079,4,22,0,0,0,0,0,0,0,3079,0,0,3079,25,3054,3054,28,1514,77,517,142,50,625,45,41,4,11
"lubelskie","radzyński","gm. Wohyń","061508",5753,5144,2706,2438,2,8,0,0,0,0,0,0,0,2438,0,0,2438,13,2425,2425,18,1130,86,481,73,22,499,75,32,2,7
"lubelskie","radzyński","gm. Borki","061502",4859,4154,2294,1860,0,7,0,0,0,0,0,0,0,1860,0,0,1860,8,1852,1852,14,889,114,386,55,19,303,41,20,1,10
"lubelskie","radzyński","m. Radzyń Podlaski","061501",12961,11451,4795,6655,6,30,0,0,0,0,0,0,0,6655,0,0,6655,48,6607,6607,70,2659,185,1754,208,68,1408,129,90,4,32
"lubelskie","radzyński","gm. Kąkolewnica","061504",6680,5830,2779,3051,0,22,0,0,0,0,0,0,0,3051,0,0,3051,18,3033,3033,23,1650,128,440,77,56,583,53,11,1,11
"lubelskie","radzyński","gm. Radzyń Podlaski","061506",6491,5679,2708,2971,0,12,0,0,0,0,0,0,0,2971,0,0,2971,17,2954,2954,38,1577,78,460,68,22,594,63,32,2,20
"lubelskie","radzyński","gm. Komarówka Podlaska","061505",3789,3343,1555,1788,0,7,0,0,0,0,0,0,0,1788,0,0,1788,9,1779,1779,20,922,73,357,29,11,302,42,9,7,7
"lubelskie","radzyński","gm. Ulan-Majorat","061507",4826,4272,1824,2448,1,8,0,0,0,0,0,0,0,2448,0,0,2448,9,2439,2439,47,1434,68,378,55,29,363,40,21,3,1
"lubelskie","radzyński","gm. Czemierniki","061503",3669,3178,1354,1824,1,7,0,0,0,0,0,0,0,1824,0,0,1824,17,1807,1807,19,897,107,319,36,22,330,43,24,3,7
"lubelskie","rycki","gm. Ryki","061604",16911,14719,6137,8582,5,58,1,1,0,0,0,0,1,8581,1,1,8580,89,8491,8491,62,3844,255,1965,260,45,1714,187,119,14,26
"lubelskie","rycki","gm. Stężyca","061605",4426,3705,1645,2060,0,17,2,2,0,0,0,0,2,2062,2,1,2061,29,2032,2032,19,973,90,390,60,22,402,39,31,2,4
"lubelskie","rycki","gm. Ułęż","061606",2777,2402,1113,1289,0,4,2,2,0,0,0,0,2,1291,2,0,1291,9,1282,1282,13,600,53,268,25,3,233,46,32,3,6
"lubelskie","rycki","gm. Nowodwór","061603",3370,2999,1300,1699,2,8,0,0,0,0,0,0,0,1699,0,0,1699,20,1679,1679,16,1000,69,238,43,9,227,49,21,0,7
"lubelskie","rycki","gm. Kłoczew","061602",5871,5004,2083,2921,0,11,2,2,0,0,0,0,2,2923,2,0,2923,43,2880,2880,25,1810,129,334,59,18,407,75,11,4,8
"lubelskie","rycki","m. Dęblin","061601",13706,11898,5100,6797,5,132,1,1,0,0,0,0,0,6798,0,1,6797,192,6605,6605,56,2447,104,1882,265,57,1468,151,137,10,28
"lubelskie","świdnicki ","gm. Rybczewice","061704",3005,2599,1328,1271,0,6,0,0,0,0,0,0,0,1271,0,0,1271,8,1263,1263,16,668,56,146,47,14,267,20,24,0,5
"lubelskie","świdnicki ","m. Świdnik","061701",32373,28231,10629,17596,9,57,4,5,0,0,0,0,5,17603,5,0,17603,146,17457,17457,203,6995,244,3784,550,201,4551,383,397,39,110
"lubelskie","świdnicki ","gm. Piaski","061703",8683,7299,3476,3823,1,17,0,0,0,0,0,0,0,3823,0,0,3823,32,3791,3791,35,1731,244,664,103,46,825,74,54,4,11
"lubelskie","świdnicki ","gm. Mełgiew","061702",7261,6201,2575,3626,1,13,0,0,0,0,0,0,0,3626,0,0,3626,25,3601,3601,48,1641,79,570,106,31,983,62,56,6,19
"lubelskie","świdnicki ","gm. Trawniki","061705",7262,6104,3176,2928,1,7,1,1,0,0,0,0,1,2929,1,0,2929,24,2905,2905,19,1362,63,530,77,29,729,52,30,5,9
"lubelskie","tomaszowski ","gm. Łaszczów","061806",5269,4600,2475,2125,1,13,0,0,0,0,0,0,0,2125,0,0,2125,13,2112,2112,10,988,88,418,58,16,449,57,17,2,9
"lubelskie","tomaszowski ","gm. Bełżec","061802",2732,2402,1150,1252,3,7,0,0,0,0,0,0,0,1251,0,0,1251,16,1235,1235,8,486,67,239,30,10,329,42,18,1,5
"lubelskie","tomaszowski ","gm. Telatyn","061810",3466,3000,1466,1534,1,6,1,1,1,0,0,0,0,1534,0,0,1534,12,1522,1522,12,670,69,273,42,20,366,40,23,0,7
"lubelskie","tomaszowski ","gm. Lubycza Królewska","061805",5290,4502,2634,1868,1,6,1,0,0,0,0,0,0,1868,0,0,1868,6,1862,1862,14,623,49,473,73,29,522,45,24,3,7
"lubelskie","tomaszowski ","gm. Tarnawatka","061809",3235,2902,1441,1461,1,6,0,0,0,0,0,0,0,1461,0,0,1461,4,1457,1457,6,724,53,222,55,2,333,37,18,2,5
"lubelskie","tomaszowski ","gm. Rachanie","061807",4531,3813,1812,2001,0,10,0,0,0,0,0,0,0,2001,0,0,2001,13,1988,1988,14,1015,72,265,38,10,499,55,11,3,6
"lubelskie","tomaszowski ","gm. Jarczów","061803",2982,2503,1130,1373,0,16,0,0,0,0,0,0,0,1373,0,0,1373,19,1354,1354,8,743,53,210,26,8,257,28,16,1,4
"lubelskie","tomaszowski ","gm. Tomaszów Lubelski","061811",9079,7916,3716,4200,0,13,1,1,0,0,0,0,1,4201,1,0,4201,31,4170,4170,26,1963,88,677,97,48,1152,68,31,6,14
"lubelskie","tomaszowski ","gm. Krynice","061804",2816,2396,1104,1292,2,2,0,0,0,0,0,0,0,1292,0,0,1292,23,1269,1269,6,653,77,231,17,10,241,19,10,2,3
"lubelskie","tomaszowski ","gm. Tyszowce","061812",4824,4408,2369,2039,8,7,0,0,0,0,0,0,0,2039,0,0,2039,12,2027,2027,12,1010,67,332,42,18,482,37,22,2,3
"lubelskie","tomaszowski ","gm. Ulhówek","061813",4172,3602,2087,1515,0,1,0,0,0,0,0,0,0,1515,0,0,1515,12,1503,1503,9,702,93,304,20,11,330,16,15,0,3
"lubelskie","tomaszowski ","gm. Susiec","061808",6324,5406,2592,2814,0,15,0,0,0,0,0,0,0,2814,0,0,2814,19,2795,2795,14,1458,121,438,41,13,615,50,34,4,7
"lubelskie","tomaszowski ","m. Tomaszów Lubelski","061801",16573,14393,6131,8262,8,57,2,2,0,0,0,0,2,8264,2,0,8264,42,8222,8222,84,3203,142,1950,200,58,2225,199,119,8,34
"lubelskie","włodawski","gm. Włodawa","061906",4896,4276,2066,2210,1,30,0,0,0,0,0,0,0,2210,0,0,2210,15,2195,2195,22,774,83,585,71,21,534,57,40,3,5
"lubelskie","włodawski","gm. Stary Brus","061904",1773,1600,791,809,0,5,0,0,0,0,0,0,0,809,0,0,809,13,796,796,9,347,32,235,9,8,122,26,6,1,1
"lubelskie","włodawski","gm. Wola Uhruska","061907",3361,2802,1446,1356,0,7,2,2,0,0,0,0,2,1358,2,0,1358,9,1349,1349,5,618,43,326,30,11,279,21,9,1,6
"lubelskie","włodawski","gm. Urszulin","061905",3416,2903,1304,1599,1,29,0,0,0,0,0,0,0,1599,0,0,1599,8,1591,1591,9,740,44,337,63,19,303,43,25,3,5
"lubelskie","włodawski","gm. Wyryki","061908",2363,1982,998,984,0,2,0,0,0,0,0,0,0,984,0,0,984,8,976,976,16,389,42,253,40,12,163,39,14,0,8
"lubelskie","włodawski","gm. Hanna","061902",2640,2313,1144,1169,1,11,0,0,0,0,0,0,0,1169,0,0,1169,11,1158,1158,10,464,53,278,37,6,258,32,16,2,2
"lubelskie","włodawski","gm. Hańsk","061903",3078,2703,1501,1202,0,14,0,0,0,0,0,0,0,1202,0,0,1202,5,1197,1197,14,478,71,317,25,13,235,30,7,4,3
"lubelskie","włodawski","m. Włodawa","061901",11497,10150,4922,5228,0,29,2,2,0,0,0,0,2,5227,2,0,5227,35,5192,5192,68,1742,82,1704,183,42,1023,179,136,13,20
"lubelskie","zamojski","gm. Sitno","062009",5505,4734,2094,2640,0,10,2,2,0,0,0,0,2,2641,2,0,2641,19,2622,2622,36,1343,55,356,61,26,672,39,22,2,10
"lubelskie","zamojski","gm. Komarów-Osada","062003",4393,3703,1521,2182,0,12,0,0,0,0,0,0,0,2182,0,0,2182,19,2163,2163,15,1102,111,454,39,17,348,56,17,1,3
"lubelskie","zamojski","gm. Szczebrzeszyn","062013",9665,8299,4260,4039,1,16,3,3,0,0,0,0,3,4040,3,0,4040,22,4018,4018,40,2051,71,684,105,27,883,81,57,6,13
"lubelskie","zamojski","gm. Sułów","062012",3944,3403,1870,1533,1,10,0,0,0,0,0,0,0,1533,0,0,1533,4,1529,1529,23,795,52,243,54,15,288,38,15,2,4
"lubelskie","zamojski","gm. Grabowiec","062002",3624,3096,1733,1363,4,8,1,1,0,0,0,0,1,1364,1,0,1364,4,1360,1360,9,725,45,256,37,18,232,26,9,2,1
"lubelskie","zamojski","gm. Skierbieszów","062010",4404,3794,1810,1984,5,25,0,0,0,0,0,0,0,1984,0,0,1984,16,1968,1968,25,1070,60,315,50,18,363,41,18,3,5
"lubelskie","zamojski","gm. Adamów","062001",3996,3410,1721,1689,0,14,0,0,0,0,0,0,0,1689,0,0,1689,8,1681,1681,14,975,37,245,33,8,300,38,23,1,7
"lubelskie","zamojski","gm. Zwierzyniec","062015",5777,4917,2606,2311,3,29,1,1,0,0,0,0,1,2312,1,0,2312,22,2290,2290,21,974,43,580,48,22,511,36,42,1,12
"lubelskie","zamojski","gm. Miączyn","062006",4936,4400,2490,1910,4,14,0,0,0,0,0,0,0,1910,0,0,1910,13,1897,1897,9,896,58,378,54,17,392,59,23,2,9
"lubelskie","zamojski","gm. Stary Zamość","062011",4383,3703,1556,2147,5,10,0,0,0,0,0,0,0,2147,0,0,2147,5,2142,2142,12,1130,53,384,56,16,422,44,18,1,6
"lubelskie","zamojski","gm. Łabunie","062005",5022,4389,1777,2612,13,11,0,0,0,0,0,0,0,2612,0,0,2612,15,2597,2597,18,1500,58,303,84,10,554,36,23,0,11
"lubelskie","zamojski","gm. Krasnobród","062004",5896,5137,2183,2954,0,34,1,1,0,0,0,0,1,2955,1,0,2955,22,2933,2933,38,1700,134,369,71,20,490,58,25,6,22
"lubelskie","zamojski","gm. Zamość","062014",17971,15437,6532,8905,1,38,5,4,0,0,0,0,4,8908,4,0,8908,53,8855,8855,107,4027,171,1622,273,78,2239,169,109,11,49
"lubelskie","zamojski","gm. Nielisz","062007",4797,4100,2223,1877,3,5,0,0,0,0,0,0,0,1877,0,0,1877,13,1864,1864,9,965,65,322,46,8,355,40,33,9,12
"lubelskie","zamojski","gm. Radecznica","062008",5156,4525,2308,2217,3,19,0,0,0,0,0,0,0,2217,0,0,2217,13,2204,2204,22,1234,102,274,81,9,410,47,19,1,5
"lubelskie","m. Biała Podlaska","m. Biała Podlaska","066101",45711,40498,17304,23194,14,141,19,17,2,0,0,0,15,23208,15,1,23207,126,23081,23081,343,7813,322,7064,897,229,5304,625,323,31,130
"lubelskie","m. Chełm","m. Chełm","066201",53561,46410,21018,25391,12,126,14,13,1,0,0,0,12,25400,12,0,25400,191,25209,25209,220,8975,365,7085,783,186,6219,782,451,40,103
"lubelskie","m. Lublin","m. Lublin","066301",271581,236355,85137,151220,34,2019,132,121,9,0,0,0,112,151309,112,12,151297,1481,149816,149816,1927,53913,1536,44639,5353,1966,32481,2625,4137,334,905
"lubelskie","m. Zamość","m. Zamość","066401",52838,46403,20773,25634,15,208,23,22,0,0,0,0,22,25651,22,0,25651,136,25515,25515,331,9602,269,7060,682,210,6181,613,426,31,110
"lubuskie","gorzowski","gm. Santok","080106",6459,5609,2940,2669,0,20,2,2,0,0,0,0,2,2671,2,0,2671,31,2640,2640,21,736,29,1022,89,18,597,70,42,4,12
"lubuskie","gorzowski","gm. Bogdaniec","080102",5479,4504,2147,2357,1,16,1,0,0,0,0,0,0,2356,0,0,2356,18,2338,2338,14,659,35,858,77,10,578,61,31,4,11
"lubuskie","gorzowski","gm. Lubiszyn","080105",5403,4603,2534,2069,0,8,0,0,0,0,0,0,0,2069,0,0,2069,17,2052,2052,13,538,33,852,75,6,445,51,23,5,11
"lubuskie","gorzowski","gm. Deszczno","080103",7046,6011,3104,2907,0,10,0,0,0,0,0,0,0,2906,0,0,2906,18,2888,2888,29,898,31,994,86,15,695,72,52,5,11
"lubuskie","gorzowski","gm. Witnica","080107",10146,8846,4906,3940,1,18,3,2,0,0,0,0,2,3942,2,0,3942,28,3914,3914,21,1219,80,1442,183,11,768,104,63,3,20
"lubuskie","gorzowski","m. Kostrzyn nad Odrą","080101",13730,11820,5846,5974,0,51,2,2,0,0,0,0,2,5975,2,2,5973,51,5922,5922,33,1537,40,2539,220,18,1199,206,102,10,18
"lubuskie","gorzowski","gm. Kłodawa","080104",6319,5312,2143,3169,1,22,4,4,0,0,0,0,4,3172,4,0,3172,24,3148,3148,35,710,43,1328,125,17,737,82,50,8,13
"lubuskie","krośnieński ","m. Gubin","080201",13281,11424,6157,5267,1,36,2,2,0,0,0,0,2,5268,2,0,5268,49,5219,5219,8,1040,48,2422,165,23,1154,180,144,9,26
"lubuskie","krośnieński ","gm. Bytnica","080203",2031,1800,1157,643,1,11,0,0,0,0,0,0,0,643,0,0,643,10,633,633,1,215,5,259,8,4,111,22,7,0,1
"lubuskie","krośnieński ","gm. Maszewo","080207",2347,1998,1188,810,0,6,2,1,0,0,0,0,1,811,1,0,811,9,802,802,9,249,12,317,23,6,163,20,3,0,0
"lubuskie","krośnieński ","gm. Gubin","080205",5866,4996,2988,2008,0,8,0,0,0,0,0,0,0,2007,0,0,2007,13,1994,1994,14,497,33,887,38,13,363,89,40,8,12
"lubuskie","krośnieński ","gm. Bobrowice","080202",2614,2200,1116,1084,0,7,0,0,0,0,0,0,0,1084,0,0,1084,5,1079,1079,8,347,19,400,47,5,204,32,12,3,2
"lubuskie","krośnieński ","gm. Krosno Odrzańskie","080206",14624,12619,6477,6142,2,24,4,3,0,0,0,0,3,6142,3,0,6142,253,5889,5889,24,1578,76,2478,161,22,1175,256,91,4,24
"lubuskie","krośnieński ","gm. Dąbie","080204",3950,3255,1691,1564,1,5,0,0,0,0,0,0,0,1564,0,0,1564,27,1537,1537,10,403,32,594,51,8,381,39,13,1,5
"lubuskie","międzyrzecki","gm. Trzciel","080306",5204,4499,2438,2061,0,22,0,0,0,0,0,0,0,2058,0,0,2058,3,2055,2055,13,556,65,876,60,10,368,54,37,6,10
"lubuskie","międzyrzecki","gm. Międzyrzecz","080302",20667,17773,8701,9072,4,67,1,1,0,0,0,0,1,9072,1,0,9072,69,9003,9003,56,2255,91,3923,259,62,1818,341,148,15,35
"lubuskie","międzyrzecki","gm. Bledzew","080301",3624,3104,1624,1480,1,10,0,0,0,0,0,0,0,1480,0,0,1480,12,1468,1468,5,369,25,736,43,5,202,55,23,4,1
"lubuskie","międzyrzecki","gm. Skwierzyna","080305",10014,8669,4506,4163,4,101,4,4,1,0,0,0,3,4166,3,0,4166,24,4142,4142,20,1056,63,1673,133,13,924,155,74,7,24
"lubuskie","międzyrzecki","gm. Przytoczna","080303",4606,3919,2009,1910,0,17,0,0,0,0,0,0,0,1910,0,0,1910,31,1879,1879,17,447,40,821,54,6,365,85,33,2,9
"lubuskie","międzyrzecki","gm. Pszczew","080304",3471,2850,1352,1498,0,39,2,2,0,0,0,0,2,1500,2,0,1500,3,1497,1497,12,420,26,672,26,11,253,48,16,2,11
"lubuskie","nowosolski","gm. Kolsko","080403",2654,2200,1144,1056,1,29,0,0,0,0,0,0,0,1056,0,0,1056,11,1045,1045,9,369,15,411,45,9,143,29,10,1,4
"lubuskie","nowosolski","gm. Otyń","080407",5279,4492,2303,2189,2,8,0,0,0,0,0,0,0,2189,0,0,2189,17,2172,2172,21,686,31,805,93,15,456,41,20,0,4
