"Województwo","Powiat","Gmina","Teryt","Typ.gminy","typ_gminy","L.obwodów","Uprawnieni.do.głosowania","Wydane.karty.do.głosowania","Głosy.oddane","Głosy.ważne","Jarosław.Aleksander.KACZYŃSKI","Bronisław.Maria.KOMOROWSKI"
"kujawsko-pomorskie","nakielski","Sadki","041004"," gm.","wiejska",9,5573,2646,2646,2607,1133,1474
"kujawsko-pomorskie","nakielski","Szubin","041005"," gm.","miejsko-wiejska",16,18140,9059,9058,8952,3222,5730
"kujawsko-pomorskie","radziejowski","Radziejów","041101"," m.","miejska",4,4946,2484,2483,2447,1047,1400
"kujawsko-pomorskie","radziejowski","Bytoń","041102"," gm.","wiejska",4,3093,1408,1408,1392,836,556
"kujawsko-pomorskie","radziejowski","Dobre","041103"," gm.","wiejska",6,4496,2038,2040,2017,1152,865
"kujawsko-pomorskie","radziejowski","Osięciny","041104"," gm.","wiejska",5,6567,2755,2755,2706,1469,1237
"kujawsko-pomorskie","radziejowski","Piotrków Kujawski","041105"," gm.","miejsko-wiejska",11,7852,3582,3582,3508,1977,1531
"kujawsko-pomorskie","radziejowski","Radziejów","041106"," gm.","wiejska",6,3559,1515,1515,1494,870,624
"kujawsko-pomorskie","radziejowski","Topólka","041107"," gm.","wiejska",6,4338,2244,2244,2215,1151,1064
"kujawsko-pomorskie","rypiński","Rypin","041201"," m.","miejska",10,13350,6967,6966,6897,3106,3791
"kujawsko-pomorskie","rypiński","Brzuze","041202"," gm.","wiejska",5,4331,1920,1919,1892,1010,882
"kujawsko-pomorskie","rypiński","Rogowo","041203"," gm.","wiejska",5,3891,1765,1765,1743,1176,567
"kujawsko-pomorskie","rypiński","Rypin","041204"," gm.","wiejska",6,5781,2328,2328,2310,1378,932
"kujawsko-pomorskie","rypiński","Skrwilno","041205"," gm.","wiejska",4,4900,2231,2231,2193,1591,602
"kujawsko-pomorskie","rypiński","Wąpielsk","041206"," gm.","wiejska",4,3313,1356,1355,1339,756,583
"kujawsko-pomorskie","sępoleński","Kamień Krajeński","041301"," gm.","miejsko-wiejska",5,5431,2377,2377,2354,847,1507
"kujawsko-pomorskie","sępoleński","Sępólno Krajeńskie","041302"," gm.","miejsko-wiejska",10,12638,6176,6176,6107,2184,3923
"kujawsko-pomorskie","sępoleński","Sośno","041303"," gm.","wiejska",5,4047,1745,1745,1716,712,1004
"kujawsko-pomorskie","sępoleński","Więcbork","041304"," gm.","miejsko-wiejska",10,10548,5061,5059,5000,2036,2964
"kujawsko-pomorskie","świecki","Bukowiec","041401"," gm.","wiejska",4,3996,1709,1709,1687,804,883
"kujawsko-pomorskie","świecki","Dragacz","041402"," gm.","wiejska",6,5535,2442,2442,2408,874,1534
"kujawsko-pomorskie","świecki","Drzycim","041403"," gm.","wiejska",4,3879,1698,1698,1676,766,910
"kujawsko-pomorskie","świecki","Jeżewo","041404"," gm.","wiejska",4,6142,2771,2771,2746,1118,1628
"kujawsko-pomorskie","świecki","Lniano","041405"," gm.","wiejska",4,3318,1690,1690,1673,753,920
"kujawsko-pomorskie","świecki","Nowe","041406"," gm.","miejsko-wiejska",10,8535,3754,3754,3719,1258,2461
"kujawsko-pomorskie","świecki","Osie","041407"," gm.","wiejska",4,4279,2189,2188,2166,768,1398
"kujawsko-pomorskie","świecki","Pruszcz","041408"," gm.","wiejska",7,7352,3607,3607,3561,1384,2177
"kujawsko-pomorskie","świecki","Świecie","041409"," gm.","miejsko-wiejska",20,26845,13614,13614,13453,4265,9188
"kujawsko-pomorskie","świecki","Świekatowo","041410"," gm.","wiejska",2,2780,1327,1327,1301,521,780
"kujawsko-pomorskie","świecki","Warlubie","041411"," gm.","wiejska",5,5181,2098,2098,2080,934,1146
"kujawsko-pomorskie","toruński","Chełmża","041501"," m.","miejska",7,11813,5272,5272,5217,2036,3181
"kujawsko-pomorskie","toruński","Chełmża","041502"," gm.","wiejska",9,7410,2896,2896,2856,1414,1442
"kujawsko-pomorskie","toruński","Czernikowo","041503"," gm.","wiejska",5,6666,2676,2676,2638,1276,1362
"kujawsko-pomorskie","toruński","Lubicz","041504"," gm.","wiejska",11,13558,7251,7251,7186,3167,4019
"kujawsko-pomorskie","toruński","Łubianka","041505"," gm.","wiejska",4,4577,2294,2294,2260,1071,1189
"kujawsko-pomorskie","toruński","Łysomice","041506"," gm.","wiejska",5,6884,3356,3356,3321,1490,1831
"kujawsko-pomorskie","toruński","Obrowo","041507"," gm.","wiejska",6,8922,4779,4777,4725,2273,2452
"kujawsko-pomorskie","toruński","Wielka Nieszawka","041508"," gm.","wiejska",4,3380,1825,1824,1805,636,1169
"kujawsko-pomorskie","toruński","Zławieś Wielka","041509"," gm.","wiejska",6,9161,4424,4424,4386,1730,2656
"kujawsko-pomorskie","tucholski","Cekcyn","041601"," gm.","wiejska",4,5321,2679,2679,2652,1131,1521
"kujawsko-pomorskie","tucholski","Gostycyn","041602"," gm.","wiejska",5,4183,2045,2045,2024,953,1071
"kujawsko-pomorskie","tucholski","Kęsowo","041603"," gm.","wiejska",3,3495,1582,1582,1551,751,800
"kujawsko-pomorskie","tucholski","Lubiewo","041604"," gm.","wiejska",5,4606,2465,2465,2442,1135,1307
"kujawsko-pomorskie","tucholski","Śliwice","041605"," gm.","wiejska",4,4360,2338,2337,2308,1141,1167
"kujawsko-pomorskie","tucholski","Tuchola","041606"," gm.","miejsko-wiejska",17,15905,8649,8646,8538,3441,5097
"kujawsko-pomorskie","wąbrzeski","Wąbrzeźno","041701"," m.","miejska",8,11088,5480,5480,5411,1636,3775
"kujawsko-pomorskie","wąbrzeski","Dębowa Łąka","041702"," gm.","wiejska",2,2508,1146,1146,1135,564,571
"kujawsko-pomorskie","wąbrzeski","Książki","041703"," gm.","wiejska",3,3374,1490,1490,1470,674,796
"kujawsko-pomorskie","wąbrzeski","Płużnica","041704"," gm.","wiejska",3,3916,1622,1622,1607,673,934
"kujawsko-pomorskie","wąbrzeski","Wąbrzeźno","041705"," gm.","wiejska",6,6707,2716,2714,2683,1191,1492
"kujawsko-pomorskie","włocławski","Kowal","041801"," m.","miejska",3,2822,1467,1467,1454,638,816
"kujawsko-pomorskie","włocławski","Baruchowo","041802"," gm.","wiejska",4,3061,1474,1474,1451,734,717
"kujawsko-pomorskie","włocławski","Boniewo","041803"," gm.","wiejska",4,2830,1274,1274,1254,692,562
"kujawsko-pomorskie","włocławski","Brześć Kujawski","041804"," gm.","miejsko-wiejska",8,9152,3964,3964,3918,1713,2205
"kujawsko-pomorskie","włocławski","Choceń","041805"," gm.","wiejska",8,6479,2646,2646,2617,1317,1300
"kujawsko-pomorskie","włocławski","Chodecz","041806"," gm.","miejsko-wiejska",6,5457,2444,2444,2416,1280,1136
"kujawsko-pomorskie","włocławski","Fabianki","041807"," gm.","wiejska",4,7118,3091,3091,3042,1165,1877
"kujawsko-pomorskie","włocławski","Izbica Kujawska","041808"," gm.","miejsko-wiejska",6,6279,2839,2839,2807,1948,859
"kujawsko-pomorskie","włocławski","Kowal","041809"," gm.","wiejska",4,3245,1458,1458,1439,833,606
"kujawsko-pomorskie","włocławski","Lubanie","041810"," gm.","wiejska",4,3731,1747,1747,1717,998,719
"kujawsko-pomorskie","włocławski","Lubień Kujawski","041811"," gm.","miejsko-wiejska",10,6131,2565,2565,2534,1547,987
"kujawsko-pomorskie","włocławski","Lubraniec","041812"," gm.","miejsko-wiejska",7,8093,3829,3827,3766,2123,1643
"kujawsko-pomorskie","włocławski","Włocławek","041813"," gm.","wiejska",6,5471,2541,2541,2512,1033,1479
"kujawsko-pomorskie","żniński","Barcin","041901"," gm.","miejsko-wiejska",8,11659,5433,5433,5379,1744,3635
"kujawsko-pomorskie","żniński","Gąsawa","041902"," gm.","wiejska",4,4382,2275,2275,2238,944,1294
"kujawsko-pomorskie","żniński","Janowiec Wielkopolski","041903"," gm.","miejsko-wiejska",10,7499,3343,3343,3284,1321,1963
"kujawsko-pomorskie","żniński","Łabiszyn","041904"," gm.","miejsko-wiejska",8,7355,3416,3416,3382,1451,1931
"kujawsko-pomorskie","żniński","Rogowo","041905"," gm.","wiejska",6,5506,2803,2803,2767,1199,1568
"kujawsko-pomorskie","żniński","Żnin","041906"," gm.","miejsko-wiejska",20,19470,9931,9931,9758,4262,5496
"kujawsko-pomorskie","Bydgoszcz","Bydgoszcz","046101"," m.","miejska",205,285000,164932,164890,162973,56672,106301
"kujawsko-pomorskie","Grudziądz","Grudziądz","046201"," m.","miejska",54,78460,40445,40443,39973,12580,27393
"kujawsko-pomorskie","Toruń","Toruń","046301"," m.","miejska",122,158812,93430,93389,92465,33860,58605
"kujawsko-pomorskie","Włocławek","Włocławek","046401"," m.","miejska",61,92899,50835,50827,50170,17031,33139
"lubelskie","bialski","Międzyrzec Podlaski","060101"," m.","miejska",11,13803,8158,8154,8072,5017,3055
"lubelskie","bialski","Terespol","060102"," m.","miejska",3,4641,2683,2682,2655,1254,1401
"lubelskie","bialski","Biała Podlaska","060103"," gm.","wiejska",14,9838,5510,5508,5444,3420,2024
"lubelskie","bialski","Drelów","060104"," gm.","wiejska",5,4374,2136,2136,2102,1454,648
"lubelskie","bialski","Janów Podlaski","060105"," gm.","wiejska",5,4397,2207,2207,2180,1302,878
"lubelskie","bialski","Kodeń","060106"," gm.","wiejska",5,3342,1751,1751,1733,846,887
"lubelskie","bialski","Konstantynów","060107"," gm.","wiejska",4,3253,1746,1746,1725,1111,614
"lubelskie","bialski","Leśna Podlaska","060108"," gm.","wiejska",4,3483,1840,1838,1819,1281,538
"lubelskie","bialski","Łomazy","060109"," gm.","wiejska",7,4227,2293,2292,2260,1550,710
"lubelskie","bialski","Międzyrzec Podlaski","060110"," gm.","wiejska",10,7985,4349,4346,4309,3445,864
"lubelskie","bialski","Piszczac","060111"," gm.","wiejska",6,5853,2817,2817,2796,1829,967
"lubelskie","bialski","Rokitno","060112"," gm.","wiejska",4,2571,1277,1277,1268,817,451
"lubelskie","bialski","Rossosz","060113"," gm.","wiejska",2,1948,1135,1135,1119,822,297
"lubelskie","bialski","Sławatycze","060114"," gm.","wiejska",3,2143,1178,1178,1167,520,647
"lubelskie","bialski","Sosnówka","060115"," gm.","wiejska",3,2320,1072,1072,1061,616,445
"lubelskie","bialski","Terespol","060116"," gm.","wiejska",9,5563,3025,3025,2984,1785,1199
"lubelskie","bialski","Tuczna","060117"," gm.","wiejska",3,2831,1293,1293,1284,827,457
"lubelskie","bialski","Wisznice","060118"," gm.","wiejska",5,4272,2264,2264,2236,1446,790
"lubelskie","bialski","Zalesie","060119"," gm.","wiejska",5,3535,1803,1803,1778,1065,713
"lubelskie","biłgorajski","Biłgoraj","060201"," m.","miejska",14,21927,12584,12583,12457,6981,5476
"lubelskie","biłgorajski","Aleksandrów","060202"," gm.","wiejska",4,2463,1389,1389,1375,1106,269
"lubelskie","biłgorajski","Biłgoraj","060203"," gm.","wiejska",15,10063,5406,5403,5360,4056,1304
"lubelskie","biłgorajski","Biszcza","060204"," gm.","wiejska",4,3202,1637,1637,1624,1300,324
"lubelskie","biłgorajski","Frampol","060205"," gm.","miejsko-wiejska",8,5252,2600,2600,2578,1897,681
"lubelskie","biłgorajski","Goraj","060206"," gm.","wiejska",5,3596,1914,1913,1898,1499,399
"lubelskie","biłgorajski","Józefów","060207"," gm.","miejsko-wiejska",7,5925,2988,2988,2963,1735,1228
"lubelskie","biłgorajski","Księżpol","060208"," gm.","wiejska",5,5300,2685,2685,2663,2032,631
"lubelskie","biłgorajski","Łukowa","060209"," gm.","wiejska",3,3520,1966,1966,1953,1576,377
"lubelskie","biłgorajski","Obsza","060210"," gm.","wiejska",4,3456,1890,1889,1875,1509,366
"lubelskie","biłgorajski","Potok Górny","060211"," gm.","wiejska",4,4486,2489,2489,2478,2134,344
"lubelskie","biłgorajski","Tarnogród","060212"," gm.","miejsko-wiejska",6,5542,2989,2988,2944,2102,842
"lubelskie","biłgorajski","Tereszpol","060213"," gm.","wiejska",4,3183,1531,1529,1509,1092,417
"lubelskie","biłgorajski","Turobin","060214"," gm.","wiejska",10,5728,3308,3308,3291,2781,510
"lubelskie","chełmski","Rejowiec Fabryczny","060301"," m.","miejska",3,3654,1610,1610,1588,837,751
"lubelskie","chełmski","Białopole","060302"," gm.","wiejska",3,2652,1122,1122,1107,658,449
"lubelskie","chełmski","Chełm","060303"," gm.","wiejska",18,10510,5087,5086,5022,3147,1875
"lubelskie","chełmski","Dorohusk","060304"," gm.","wiejska",6,5593,2561,2561,2542,1555,987
"lubelskie","chełmski","Dubienka","060305"," gm.","wiejska",3,2187,972,972,968,497,471
"lubelskie","chełmski","Kamień","060306"," gm.","wiejska",5,3182,1444,1444,1417,945,472
"lubelskie","chełmski","Leśniowice","060307"," gm.","wiejska",5,3192,1203,1203,1188,723,465
"lubelskie","chełmski","Rejowiec Fabryczny","060308"," gm.","wiejska",5,3621,1541,1541,1505,1015,490
"lubelskie","chełmski","Ruda-Huta","060309"," gm.","wiejska",5,3788,1551,1551,1541,807,734
"lubelskie","chełmski","Sawin","060310"," gm.","wiejska",6,4608,1993,1993,1970,1185,785
"lubelskie","chełmski","Siedliszcze","060311"," gm.","wiejska",9,5719,2323,2323,2297,1399,898
"lubelskie","chełmski","Wierzbica","060312"," gm.","wiejska",7,4314,2042,2042,2022,1456,566
"lubelskie","chełmski","Wojsławice","060313"," gm.","wiejska",5,3354,1514,1514,1505,1070,435
"lubelskie","chełmski","Żmudź","060314"," gm.","wiejska",3,2638,1153,1153,1138,722,416
"lubelskie","chełmski","Rejowiec","060315"," gm.","wiejska",7,5446,2168,2168,2142,1293,849
"lubelskie","hrubieszowski","Hrubieszów","060401"," m.","miejska",13,15695,8263,8262,8141,4209,3932
"lubelskie","hrubieszowski","Dołhobyczów","060402"," gm.","wiejska",8,5089,2242,2242,2222,1562,660
"lubelskie","hrubieszowski","Horodło","060403"," gm.","wiejska",5,4685,1989,1989,1945,1222,723
"lubelskie","hrubieszowski","Hrubieszów","060404"," gm.","wiejska",12,8592,3851,3850,3810,2635,1175
"lubelskie","hrubieszowski","Mircze","060405"," gm.","wiejska",11,6608,2915,2915,2892,1998,894
"lubelskie","hrubieszowski","Trzeszczany","060406"," gm.","wiejska",3,3856,1779,1779,1763,1247,516
"lubelskie","hrubieszowski","Uchanie","060407"," gm.","wiejska",5,4188,2067,2066,2058,1587,471
"lubelskie","hrubieszowski","Werbkowice","060408"," gm.","wiejska",9,8296,3908,3908,3887,2801,1086
"lubelskie","janowski","Batorz","060501"," gm.","wiejska",4,2791,1724,1724,1703,1460,243
"lubelskie","janowski","Chrzanów","060502"," gm.","wiejska",4,2546,1769,1769,1753,1645,108
"lubelskie","janowski","Dzwola","060503"," gm.","wiejska",5,5363,3381,3381,3354,3004,350
"lubelskie","janowski","Godziszów","060504"," gm.","wiejska",5,4873,3832,3832,3812,3557,255
"lubelskie","janowski","Janów Lubelski","060505"," gm.","miejsko-wiejska",11,13342,8073,8073,8000,5885,2115
"lubelskie","janowski","Modliborzyce","060506"," gm.","wiejska",6,5915,3325,3325,3294,2667,627
"lubelskie","janowski","Potok Wielki","060507"," gm.","wiejska",3,3912,2052,2052,2034,1636,398
"lubelskie","krasnostawski","Krasnystaw","060601"," m.","miejska",15,16691,8526,8526,8434,4062,4372
"lubelskie","krasnostawski","Fajsławice","060602"," gm.","wiejska",6,4022,2237,2237,2217,1742,475
"lubelskie","krasnostawski","Gorzków","060603"," gm.","wiejska",8,3289,1540,1540,1521,1060,461
"lubelskie","krasnostawski","Izbica","060604"," gm.","wiejska",10,7214,3383,3382,3339,2267,1072
"lubelskie","krasnostawski","Krasnystaw","060605"," gm.","wiejska",14,7343,3488,3488,3459,2212,1247
"lubelskie","krasnostawski","Kraśniczyn","060606"," gm.","wiejska",10,3518,1583,1583,1564,1020,544
"lubelskie","krasnostawski","Łopiennik Górny","060607"," gm.","wiejska",4,3479,1595,1595,1588,1210,378
"lubelskie","krasnostawski","Rudnik","060609"," gm.","wiejska",5,2872,1220,1220,1209,944,265
"lubelskie","krasnostawski","Siennica Różana","060610"," gm.","wiejska",5,3479,1532,1532,1501,856,645
"lubelskie","krasnostawski","Żółkiewka","060611"," gm.","wiejska",8,5006,2444,2444,2415,1877,538
"lubelskie","kraśnicki","Kraśnik","060701"," m.","miejska",23,29734,16966,16964,16714,10015,6699
"lubelskie","kraśnicki","Annopol","060702"," gm.","miejsko-wiejska",10,7406,3849,3849,3824,2843,981
"lubelskie","kraśnicki","Dzierzkowice","060703"," gm.","wiejska",6,4359,2417,2417,2388,1885,503
"lubelskie","kraśnicki","Gościeradów","060704"," gm.","wiejska",8,5874,2956,2956,2924,2290,634
"lubelskie","kraśnicki","Kraśnik","060705"," gm.","wiejska",5,5705,3164,3161,3130,2431,699
"lubelskie","kraśnicki","Szastarka","060706"," gm.","wiejska",5,4893,2901,2900,2878,2411,467
"lubelskie","kraśnicki","Trzydnik Duży","060707"," gm.","wiejska",9,5534,2823,2823,2787,2058,729
"lubelskie","kraśnicki","Urzędów","060708"," gm.","wiejska",8,7042,3906,3905,3867,3083,784
"lubelskie","kraśnicki","Wilkołaz","060709"," gm.","wiejska",4,4395,2584,2583,2555,2194,361
"lubelskie","kraśnicki","Zakrzówek","060710"," gm.","wiejska",6,5661,3052,3050,3029,2423,606
"lubelskie","lubartowski","Lubartów","060801"," m.","miejska",12,18476,11029,11024,10893,5542,5351
"lubelskie","lubartowski","Abramów","060802"," gm.","wiejska",7,3482,2066,2066,2025,1698,327
"lubelskie","lubartowski","Firlej","060803"," gm.","wiejska",8,4903,2340,2340,2312,1488,824
"lubelskie","lubartowski","Jeziorzany","060804"," gm.","wiejska",3,2484,1233,1233,1214,922,292
"lubelskie","lubartowski","Kamionka","060805"," gm.","wiejska",9,5126,2654,2654,2619,1749,870
"lubelskie","lubartowski","Kock","060806"," gm.","miejsko-wiejska",8,5452,2954,2953,2916,2117,799
"lubelskie","lubartowski","Lubartów","060807"," gm.","wiejska",11,8191,4363,4363,4318,2810,1508
"lubelskie","lubartowski","Michów","060808"," gm.","wiejska",6,5158,2534,2534,2509,1885,624
"lubelskie","lubartowski","Niedźwiada","060809"," gm.","wiejska",6,5045,2625,2625,2612,2010,602
"lubelskie","lubartowski","Ostrów Lubelski","060810"," gm.","miejsko-wiejska",4,4413,2348,2348,2323,1720,603
"lubelskie","lubartowski","Ostrówek","060811"," gm.","wiejska",5,3303,1636,1636,1614,1128,486
"lubelskie","lubartowski","Serniki","060812"," gm.","wiejska",4,3822,2191,2190,2162,1686,476
"lubelskie","lubartowski","Uścimów","060813"," gm.","wiejska",3,2874,1543,1543,1522,1010,512
"lubelskie","lubelski","Bełżyce","060901"," gm.","miejsko-wiejska",11,10863,5998,5998,5904,4194,1710
"lubelskie","lubelski","Borzechów","060902"," gm.","wiejska",6,3112,1813,1813,1795,1523,272
"lubelskie","lubelski","Bychawa","060903"," gm.","miejsko-wiejska",14,9750,5127,5127,5085,3813,1272
"lubelskie","lubelski","Garbów","060904"," gm.","wiejska",8,7018,3800,3800,3780,2764,1016
"lubelskie","lubelski","Głusk","060905"," gm.","wiejska",5,6319,3689,3689,3663,2453,1210
"lubelskie","lubelski","Jabłonna","060906"," gm.","wiejska",6,6079,2881,2881,2849,2055,794
"lubelskie","lubelski","Jastków","060907"," gm.","wiejska",8,9685,5771,5771,5719,4010,1709
"lubelskie","lubelski","Konopnica","060908"," gm.","wiejska",6,9459,5659,5658,5589,3337,2252
"lubelskie","lubelski","Krzczonów","060909"," gm.","wiejska",6,4037,1999,1999,1972,1458,514
"lubelskie","lubelski","Niedrzwica Duża","060910"," gm.","wiejska",9,8643,5036,5036,4965,3539,1426
"lubelskie","lubelski","Niemce","060911"," gm.","wiejska",9,13169,7184,7184,7091,4710,2381
"lubelskie","lubelski","Strzyżewice","060912"," gm.","wiejska",7,5963,3043,3043,3012,2172,840
"lubelskie","lubelski","Wojciechów","060913"," gm.","wiejska",5,4764,2411,2411,2351,1752,599
"lubelskie","lubelski","Wólka","060914"," gm.","wiejska",9,7378,4285,4284,4223,2833,1390
"lubelskie","lubelski","Wysokie","060915"," gm.","wiejska",6,4022,2129,2129,2105,1687,418
"lubelskie","lubelski","Zakrzew","060916"," gm.","wiejska",4,2642,1371,1371,1365,1121,244
"lubelskie","łęczyński","Cyców","061001"," gm.","wiejska",11,6047,2874,2873,2844,1950,894
"lubelskie","łęczyński","Ludwin","061002"," gm.","wiejska",3,4193,1993,1993,1972,1296,676
"lubelskie","łęczyński","Łęczna","061003"," gm.","miejsko-wiejska",15,19561,10548,10547,10430,6654,3776
"lubelskie","łęczyński","Milejów","061004"," gm.","wiejska",9,7321,3277,3277,3244,2176,1068
"lubelskie","łęczyński","Puchaczów","061005"," gm.","wiejska",4,4108,2188,2186,2170,1676,494
"lubelskie","łęczyński","Spiczyn","061006"," gm.","wiejska",5,4169,1958,1958,1938,1294,644
"lubelskie","łukowski","Łuków","061101"," m.","miejska",14,24355,14682,14677,14535,8713,5822
"lubelskie","łukowski","Stoczek Łukowski","061102"," m.","miejska",1,2183,1360,1359,1346,780,566
"lubelskie","łukowski","Adamów","061103"," gm.","wiejska",7,4687,2515,2515,2481,1677,804
"lubelskie","łukowski","Krzywda","061104"," gm.","wiejska",8,8133,4253,4253,4204,3170,1034
"lubelskie","łukowski","Łuków","061105"," gm.","wiejska",15,12862,7383,7382,7319,5780,1539
